episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full,policy_name,policy_label,gini_score
,500024,hoarding,Hoarding,,0.0,14.549999999999999,,82,16.4,9,11.0,25,16,14.549999999999999,3,25,61,11,1,1,6,1,0,0,learned_q,Learned Q policy,0.18536585365853653
,500024,mixed,Mixed,,0.0,23.299999999999997,,137,27.4,11,14.0,44,33,23.299999999999997,4,24,129,12,3,1,3,1,0,0,learned_q,Learned Q policy,0.2540145985401461
,500024,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.1,,119,23.8,17,17.0,41,24,22.1,2,26,114,11,4,1,4,0,0,0,learned_q,Learned Q policy,0.19495798319327728
,500024,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.25,,120,24.0,9,12.5,38,29,20.25,3,25,141,12,3,1,2,1,0,1,learned_q,Learned Q policy,0.24
,500025,need_based,Need-based,,0.0,25.4,,141,28.2,17,18.0,39,22,25.4,6,22,160,12,3,1,4,0,0,0,learned_q,Learned Q policy,0.1645390070921986
,500025,cooperative,Cooperative,,0.0,14.25,,90,18.0,3,7.0,36,33,14.25,2,26,174,11,5,1,3,0,0,0,learned_q,Learned Q policy,0.36444444444444457
,500025,hoarding,Hoarding,,0.0,10.95,,63,12.6,6,6.0,23,17,10.95,4,24,68,10,2,3,5,0,0,0,learned_q,Learned Q policy,0.2666666666666666
,500025,mixed,Mixed,,0.0,17.700000000000003,,98,19.6,12,14.5,25,13,17.700000000000003,2,26,114,11,2,2,5,0,0,0,learned_q,Learned Q policy,0.13877551020408174
,500025,need_based_to_competitive,Need-based → competitive,10.0,0.0,18.9,,116,23.2,6,13.0,31,25,18.9,2,26,106,11,3,1,5,0,0,0,learned_q,Learned Q policy,0.2068965517241379
,500025,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,10.899999999999999,,66,13.2,4,5.0,31,27,10.899999999999999,3,25,118,12,3,1,3,0,0,1,learned_q,Learned Q policy,0.37575757575757573
,500026,need_based,Need-based,,0.0,19.65,,111,22.2,12,13.0,30,18,19.65,5,23,121,13,1,1,4,0,0,1,learned_q,Learned Q policy,0.18018018018018012
,500026,cooperative,Cooperative,,0.0,21.65,,121,24.2,14,14.0,41,27,21.65,3,25,195,11,2,2,5,0,0,0,learned_q,Learned Q policy,0.23140495867768607
,500026,hoarding,Hoarding,,0.0,16.35,,94,18.8,9,11.0,33,24,16.35,1,27,63,10,4,1,5,0,0,0,learned_q,Learned Q policy,0.24255319148936172
,500026,mixed,Mixed,,0.0,18.950000000000003,,103,20.6,14,15.5,25,11,18.950000000000003,4,24,108,12,1,2,5,0,0,0,learned_q,Learned Q policy,0.11650485436893199
,500026,need_based_to_competitive,Need-based → competitive,10.0,0.0,21.9,,126,25.2,12,14.5,38,26,21.9,4,24,133,11,2,1,6,0,0,0,learned_q,Learned Q policy,0.2063492063492065
,500026,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,13.95,,78,15.6,9,10.5,26,17,13.95,2,26,116,11,2,2,5,0,0,0,learned_q,Learned Q policy,0.19999999999999996
,500027,need_based,Need-based,,0.0,34.650000000000006,,181,36.2,30,31.5,46,16,34.650000000000006,4,24,308,14,0,2,1,0,1,2,learned_q,Learned Q policy,0.08176795580110507
,500027,cooperative,Cooperative,,0.0,23.450000000000003,,133,26.6,14,16.5,52,38,23.450000000000003,4,24,170,12,2,0,4,0,0,2,learned_q,Learned Q policy,0.25263157894736854
,500027,hoarding,Hoarding,,0.0,17.75,,100,20.0,11,12.5,31,20,17.75,3,25,88,12,2,1,3,0,1,1,learned_q,Learned Q policy,0.21199999999999997
,500027,mixed,Mixed,,0.0,26.200000000000003,,138,27.6,22,22.0,36,14,26.200000000000003,3,25,127,14,0,0,2,0,1,3,learned_q,Learned Q policy,0.11304347826086958
,500027,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.65,,136,27.2,17,17.0,50,33,24.65,5,23,133,13,1,0,3,0,1,2,learned_q,Learned Q policy,0.24705882352941178
,500027,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.549999999999997,,112,22.4,11,12.0,38,27,19.549999999999997,5,23,111,14,1,1,1,0,0,3,learned_q,Learned Q policy,0.25357142857142856
,500028,need_based,Need-based,,0.0,18.15,,111,22.2,6,10.0,42,36,18.15,5,23,150,12,2,1,5,0,0,0,learned_q,Learned Q policy,0.3063063063063063
,500028,cooperative,Cooperative,,0.0,10.2,,58,11.6,6,7.5,20,14,10.2,5,23,180,12,3,1,4,0,0,0,learned_q,Learned Q policy,0.22758620689655173
,500028,hoarding,Hoarding,,0.0,16.200000000000003,,98,19.6,6,10.0,31,25,16.200000000000003,3,25,92,11,3,1,4,1,0,0,learned_q,Learned Q policy,0.2612244897959184
,500028,mixed,Mixed,,0.0,15.75,,95,19.0,6,7.5,39,33,15.75,4,24,135,12,1,1,5,1,0,0,learned_q,Learned Q policy,0.3326315789473684
,500028,need_based_to_competitive,Need-based → competitive,10.0,0.0,18.15,,106,21.2,9,11.5,44,35,18.15,3,25,130,11,4,1,4,0,0,0,learned_q,Learned Q policy,0.3056603773584907
,500028,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,11.100000000000001,,64,12.8,6,6.0,29,23,11.100000000000001,2,26,86,12,2,1,4,0,0,1,learned_q,Learned Q policy,0.32499999999999996
,500029,need_based,Need-based,,0.0,26.15,,146,29.2,17,21.0,41,24,26.15,4,24,175,12,3,0,4,1,0,0,learned_q,Learned Q policy,0.16712328767123297
,500029,cooperative,Cooperative,,0.0,23.15,,126,25.2,17,19.5,35,18,23.15,3,25,133,13,2,0,3,0,1,1,learned_q,Learned Q policy,0.1333333333333333
,500029,hoarding,Hoarding,,0.0,16.200000000000003,,93,18.6,9,11.5,35,26,16.200000000000003,3,25,72,12,2,1,3,0,1,1,learned_q,Learned Q policy,0.2451612903225806
,500029,mixed,Mixed,,0.0,14.25,,85,17.0,6,9.0,33,27,14.25,3,25,107,11,3,0,4,0,1,1,learned_q,Learned Q policy,0.2917647058823529
,500029,need_based_to_competitive,Need-based → competitive,10.0,0.0,23.0,,130,26.0,14,18.0,33,19,23.0,4,24,134,12,3,0,4,1,0,0,learned_q,Learned Q policy,0.15076923076923077
,500029,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,14.700000000000001,,88,17.6,6,8.5,40,34,14.700000000000001,3,25,116,11,5,0,3,0,1,0,learned_q,Learned Q policy,0.3363636363636364
,500030,need_based,Need-based,,0.0,23.700000000000003,,138,27.6,12,19.5,39,27,23.700000000000003,3,25,129,12,4,0,2,0,1,1,learned_q,Learned Q policy,0.16521739130434776
,500030,cooperative,Cooperative,,0.0,26.299999999999997,,147,29.4,17,18.0,52,35,26.299999999999997,4,24,203,12,3,0,3,1,0,1,learned_q,Learned Q policy,0.2204081632653061
,500030,hoarding,Hoarding,,0.0,15.149999999999999,,86,17.2,9,9.0,29,20,15.149999999999999,3,25,74,12,3,0,3,0,1,1,learned_q,Learned Q policy,0.2604651162790699
,500030,mixed,Mixed,,0.0,21.299999999999997,,132,26.4,6,8.5,47,41,21.299999999999997,1,27,146,11,2,0,5,0,1,1,learned_q,Learned Q policy,0.33939393939393936
,500030,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.4,,126,25.2,14,17.5,33,19,22.4,2,26,101,11,3,0,4,0,1,1,learned_q,Learned Q policy,0.14920634920634934
,500030,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.35,,119,23.8,6,9.0,49,43,19.35,3,25,164,11,3,0,5,0,0,1,learned_q,Learned Q policy,0.33949579831932786
,500031,need_based,Need-based,,0.0,15.0,,85,17.0,9,11.0,30,21,15.0,3,25,89,10,1,1,7,0,1,0,learned_q,Learned Q policy,0.2211764705882353
,500031,cooperative,Cooperative,,0.0,15.600000000000001,,89,17.8,9,13.0,26,17,15.600000000000001,4,24,159,12,3,1,3,0,0,1,learned_q,Learned Q policy,0.16629213483146077
,500031,hoarding,Hoarding,,0.0,15.450000000000001,,93,18.6,6,8.5,39,33,15.450000000000001,4,24,59,13,2,1,2,1,0,1,learned_q,Learned Q policy,0.3440860215053765
,500031,mixed,Mixed,,0.0,14.100000000000001,,84,16.8,6,10.0,27,21,14.100000000000001,4,24,77,11,1,1,6,1,0,0,learned_q,Learned Q policy,0.22857142857142865
,500031,need_based_to_competitive,Need-based → competitive,10.0,0.0,18.0,,100,20.0,12,12.0,36,24,18.0,1,27,94,11,2,1,5,0,1,0,learned_q,Learned Q policy,0.236
,500031,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,18.049999999999997,,97,19.4,14,14.0,29,15,18.049999999999997,3,25,111,12,2,1,4,0,0,1,learned_q,Learned Q policy,0.16082474226804133
,500032,need_based,Need-based,,0.0,21.5,,125,25.0,11,14.5,38,27,21.5,4,24,149,13,1,0,3,0,2,1,learned_q,Learned Q policy,0.21120000000000005
,500032,cooperative,Cooperative,,0.0,23.450000000000003,,138,27.6,11,12.5,42,31,23.450000000000003,5,23,229,13,2,0,3,2,0,0,learned_q,Learned Q policy,0.24927536231884062
,500032,hoarding,Hoarding,,0.0,12.600000000000001,,74,14.8,6,7.5,26,20,12.600000000000001,1,27,76,12,2,0,4,0,1,1,learned_q,Learned Q policy,0.27567567567567575
,500032,mixed,Mixed,,0.0,17.549999999999997,,107,21.4,6,10.0,41,35,17.549999999999997,3,25,124,12,4,0,3,0,0,1,learned_q,Learned Q policy,0.3065420560747665
,500032,need_based_to_competitive,Need-based → competitive,10.0,0.0,15.75,,100,20.0,3,6.0,33,30,15.75,5,23,128,13,1,0,3,0,2,1,learned_q,Learned Q policy,0.32400000000000007
,500032,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,20.700000000000003,,123,24.6,9,11.5,45,36,20.700000000000003,3,25,148,12,3,0,4,1,0,0,learned_q,Learned Q policy,0.31219512195121957
,500033,need_based,Need-based,,0.0,27.25,,150,30.0,19,22.0,36,17,27.25,5,23,154,12,4,1,3,0,0,0,learned_q,Learned Q policy,0.11733333333333329
,500033,cooperative,Cooperative,,0.0,22.4,,121,24.2,17,18.0,38,21,22.4,4,24,193,12,3,2,3,0,0,0,learned_q,Learned Q policy,0.15867768595041332
,500033,hoarding,Hoarding,,0.0,18.299999999999997,,107,21.4,9,13.0,36,27,18.299999999999997,2,26,72,10,2,1,3,4,0,0,learned_q,Learned Q policy,0.2429906542056075
,500033,mixed,Mixed,,0.0,25.700000000000003,,143,28.6,17,23.5,36,19,25.700000000000003,4,24,126,12,1,1,5,1,0,0,learned_q,Learned Q policy,0.10629370629370638
,500033,need_based_to_competitive,Need-based → competitive,10.0,0.0,23.0,,135,27.0,11,14.5,43,32,23.0,5,23,154,12,3,2,3,0,0,0,learned_q,Learned Q policy,0.2340740740740741
,500033,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,22.549999999999997,,127,25.4,14,14.0,35,21,22.549999999999997,6,22,133,12,3,1,4,0,0,0,learned_q,Learned Q policy,0.19527559055118116
,500034,need_based,Need-based,,0.0,27.75,,150,30.0,21,23.0,47,26,27.75,7,21,154,13,3,1,3,0,0,0,learned_q,Learned Q policy,0.15200000000000014
,500034,cooperative,Cooperative,,0.0,24.4,,146,29.2,10,14.5,49,39,24.4,7,21,242,13,2,1,4,0,0,0,learned_q,Learned Q policy,0.2657534246575344
,500034,hoarding,Hoarding,,0.0,21.200000000000003,,113,22.6,17,17.5,31,14,21.200000000000003,2,26,102,9,4,1,6,0,0,0,learned_q,Learned Q policy,0.13097345132743365
,500034,mixed,Mixed,,0.0,25.1,,144,28.8,14,21.0,36,22,25.1,1,27,124,11,5,2,2,0,0,0,learned_q,Learned Q policy,0.13611111111111107
,500034,need_based_to_competitive,Need-based → competitive,10.0,0.0,25.200000000000003,,138,27.6,18,20.0,44,26,25.200000000000003,2,26,116,10,4,1,5,0,0,0,learned_q,Learned Q policy,0.17101449275362324
,500034,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,21.4,,126,25.2,10,13.5,41,31,21.4,3,25,162,11,3,1,5,0,0,0,learned_q,Learned Q policy,0.2571428571428571
,500035,need_based,Need-based,,0.0,33.099999999999994,,174,34.8,28,29.0,51,23,33.099999999999994,5,23,115,12,2,0,3,3,0,0,learned_q,Learned Q policy,0.11724137931034484
,500035,cooperative,Cooperative,,0.0,24.4,,141,28.2,13,17.0,49,36,24.4,2,26,270,12,3,3,1,0,1,0,learned_q,Learned Q policy,0.23829787234042565
,500035,hoarding,Hoarding,,0.0,30.549999999999997,,162,32.4,25,26.0,44,19,30.549999999999997,3,25,106,12,1,0,5,0,1,1,learned_q,Learned Q policy,0.12098765432098779
,500035,mixed,Mixed,,0.0,18.65,,101,20.2,14,15.5,31,17,18.65,4,24,113,13,1,0,3,0,1,2,learned_q,Learned Q policy,0.14653465346534666
,500035,need_based_to_competitive,Need-based → competitive,10.0,0.0,31.900000000000002,,171,34.2,25,27.0,57,32,31.900000000000002,2,26,106,12,0,1,1,3,2,1,learned_q,Learned Q policy,0.1520467836257311
,500035,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,24.15,,141,28.2,12,15.5,45,33,24.15,3,25,128,11,2,1,5,0,1,0,learned_q,Learned Q policy,0.23262411347517742
,500036,need_based,Need-based,,0.0,25.75,,140,28.0,19,22.0,37,18,25.75,3,25,160,11,5,1,3,0,0,0,learned_q,Learned Q policy,0.122857142857143
,500036,cooperative,Cooperative,,0.0,10.5,,60,12.0,6,7.5,22,16,10.5,3,25,120,13,2,2,2,0,0,1,learned_q,Learned Q policy,0.2466666666666668
,500036,hoarding,Hoarding,,0.0,16.700000000000003,,88,17.6,14,14.0,27,13,16.700000000000003,2,26,66,11,2,1,4,1,0,1,learned_q,Learned Q policy,0.13181818181818183
,500036,mixed,Mixed,,0.0,18.65,,101,20.2,14,15.5,31,17,18.65,5,23,148,13,1,1,3,1,0,1,learned_q,Learned Q policy,0.14653465346534666
,500036,need_based_to_competitive,Need-based → competitive,10.0,0.0,19.549999999999997,,107,21.4,14,16.5,33,19,19.549999999999997,4,24,129,11,2,1,6,0,0,0,learned_q,Learned Q policy,0.14953271028037385
,500036,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,11.850000000000001,,69,13.8,6,7.5,23,17,11.850000000000001,5,23,94,14,1,1,2,0,0,2,learned_q,Learned Q policy,0.24347826086956537
,500037,need_based,Need-based,,0.0,26.299999999999997,,147,29.4,17,17.0,38,21,26.299999999999997,4,24,139,12,4,0,3,1,0,0,learned_q,Learned Q policy,0.17142857142857149
,500037,cooperative,Cooperative,,0.0,21.6,,119,23.8,15,18.5,38,23,21.6,4,24,186,12,2,0,3,0,3,0,learned_q,Learned Q policy,0.15462184873949592
,500037,hoarding,Hoarding,,0.0,24.65,,141,28.2,14,15.5,44,30,24.65,3,25,79,12,1,0,5,0,1,1,learned_q,Learned Q policy,0.2297872340425533
,500037,mixed,Mixed,,0.0,18.75,,115,23.0,6,11.5,36,30,18.75,3,25,92,12,2,0,4,0,1,1,learned_q,Learned Q policy,0.2573913043478262
,500037,need_based_to_competitive,Need-based → competitive,10.0,0.0,22.5,,130,26.0,12,16.0,37,25,22.5,4,24,90,12,5,0,2,1,0,0,learned_q,Learned Q policy,0.20307692307692315
,500037,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,14.700000000000001,,83,16.6,9,9.0,26,17,14.700000000000001,2,26,109,11,3,0,5,0,1,0,learned_q,Learned Q policy,0.22650602409638565
,500038,need_based,Need-based,,0.0,22.25,,120,24.0,17,19.5,29,12,22.25,5,23,103,12,2,1,5,0,0,0,learned_q,Learned Q policy,0.09666666666666668
,500038,cooperative,Cooperative,,0.0,17.549999999999997,,107,21.4,6,9.0,33,27,17.549999999999997,3,25,170,12,2,1,4,1,0,0,learned_q,Learned Q policy,0.2654205607476636
,500038,hoarding,Hoarding,,0.0,17.1,,104,20.8,6,9.0,30,24,17.1,2,26,60,10,2,1,6,1,0,0,learned_q,Learned Q policy,0.24615384615384617
,500038,mixed,Mixed,,0.0,21.299999999999997,,122,24.4,12,15.5,42,30,21.299999999999997,5,23,132,13,3,1,2,0,0,1,learned_q,Learned Q policy,0.22295081967213126
,500038,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.1,,129,25.8,19,20.5,34,15,24.1,4,24,88,11,2,1,6,0,0,0,learned_q,Learned Q policy,0.12093023255813962
,500038,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,15.5,,95,19.0,5,9.5,26,21,15.5,5,23,101,11,3,1,5,0,0,0,learned_q,Learned Q policy,0.22315789473684222
,500039,need_based,Need-based,,0.0,11.600000000000001,,69,13.8,5,7.0,30,25,11.600000000000001,2,26,80,11,3,1,5,0,0,0,learned_q,Learned Q policy,0.318840579710145
,500039,cooperative,Cooperative,,0.0,16.700000000000003,,93,18.6,11,12.5,32,21,16.700000000000003,4,24,125,12,1,2,4,0,0,1,learned_q,Learned Q policy,0.2021505376344086
,500039,hoarding,Hoarding,,0.0,15.450000000000001,,88,17.6,9,11.0,27,18,15.450000000000001,1,27,44,9,4,1,5,1,0,0,learned_q,Learned Q policy,0.20454545454545459
,500039,mixed,Mixed,,0.0,18.1,,99,19.8,13,13.5,30,17,18.1,3,25,83,11,3,1,4,0,0,1,learned_q,Learned Q policy,0.18181818181818188
,500039,need_based_to_competitive,Need-based → competitive,10.0,0.0,10.5,,60,12.0,6,7.0,23,17,10.5,3,25,73,11,3,1,5,0,0,0,learned_q,Learned Q policy,0.2666666666666666
,500039,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,11.7,,68,13.6,6,6.0,25,19,11.7,3,25,79,11,1,2,6,0,0,0,learned_q,Learned Q policy,0.28823529411764715
,500040,need_based,Need-based,,0.0,33.0,,175,35.0,27,30.0,43,16,33.0,2,26,169,12,5,1,1,1,0,0,learned_q,Learned Q policy,0.0822857142857143
,500040,cooperative,Cooperative,,0.0,24.4,,131,26.2,19,22.0,35,16,24.4,3,25,184,12,4,2,2,0,0,0,learned_q,Learned Q policy,0.10381679389312981
,500040,hoarding,Hoarding,,0.0,14.549999999999999,,87,17.4,6,9.0,28,22,14.549999999999999,2,26,39,10,5,1,4,0,0,0,learned_q,Learned Q policy,0.271264367816092
,500040,mixed,Mixed,,0.0,20.450000000000003,,113,22.6,14,15.5,32,18,20.450000000000003,3,25,112,12,0,2,4,0,0,2,learned_q,Learned Q policy,0.1628318584070796
,500040,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.65,,136,27.2,17,19.5,45,28,24.65,4,24,114,12,4,1,3,0,0,0,learned_q,Learned Q policy,0.18823529411764706
,500040,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,23.450000000000003,,138,27.6,11,16.5,41,30,23.450000000000003,3,25,95,11,5,1,3,0,0,0,learned_q,Learned Q policy,0.20579710144927543
,500041,need_based,Need-based,,0.0,26.450000000000003,,153,30.6,14,21.5,44,30,26.450000000000003,3,25,339,12,2,3,3,0,0,0,learned_q,Learned Q policy,0.1751633986928105
,500041,cooperative,Cooperative,,0.0,27.1,,144,28.8,22,24.0,38,16,27.1,1,27,203,11,6,1,2,0,0,0,learned_q,Learned Q policy,0.10000000000000009
,500041,hoarding,Hoarding,,0.0,23.6,,129,25.8,17,17.0,44,27,23.6,1,27,57,10,4,1,4,1,0,0,learned_q,Learned Q policy,0.2077519379844961
,500041,mixed,Mixed,,0.0,16.4,,96,19.2,8,9.5,30,22,16.4,2,26,97,10,3,1,6,0,0,0,learned_q,Learned Q policy,0.2416666666666667
,500041,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.75,,140,28.0,15,20.0,38,23,24.75,2,26,134,11,5,2,2,0,0,0,learned_q,Learned Q policy,0.15428571428571436
,500041,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,25.15,,136,27.2,19,22.0,36,17,25.15,3,25,139,11,6,1,2,0,0,0,learned_q,Learned Q policy,0.11764705882352944
,500042,need_based,Need-based,,0.0,20.0,,110,22.0,14,14.5,31,17,20.0,1,27,117,10,3,1,6,0,0,0,learned_q,Learned Q policy,0.17818181818181822
,500042,cooperative,Cooperative,,0.0,11.399999999999999,,66,13.2,6,6.0,22,16,11.399999999999999,4,24,122,12,4,1,3,0,0,0,learned_q,Learned Q policy,0.2666666666666666
,500042,hoarding,Hoarding,,0.0,12.149999999999999,,71,14.2,6,7.5,32,26,12.149999999999999,3,25,51,11,1,2,5,1,0,0,learned_q,Learned Q policy,0.3211267605633803
,500042,mixed,Mixed,,0.0,17.85,,114,22.8,3,4.5,55,52,17.85,3,25,110,10,6,1,2,0,0,1,learned_q,Learned Q policy,0.4385964912280702
,500042,need_based_to_competitive,Need-based → competitive,10.0,0.0,16.950000000000003,,98,19.6,9,14.5,25,16,16.950000000000003,4,24,109,12,3,1,4,0,0,0,learned_q,Learned Q policy,0.13877551020408174
,500042,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,10.649999999999999,,66,13.2,3,4.5,24,21,10.649999999999999,1,27,93,11,3,1,5,0,0,0,learned_q,Learned Q policy,0.36363636363636376
,500043,need_based,Need-based,,0.0,26.799999999999997,,142,28.4,22,22.0,38,16,26.799999999999997,3,25,149,11,3,1,4,1,0,0,learned_q,Learned Q policy,0.12676056338028174
,500043,cooperative,Cooperative,,0.0,23.35,,124,24.8,19,20.5,39,20,23.35,4,24,179,12,2,1,5,0,0,0,learned_q,Learned Q policy,0.12903225806451624
,500043,hoarding,Hoarding,,0.0,14.399999999999999,,81,16.2,9,11.5,24,15,14.399999999999999,2,26,59,10,2,2,4,1,0,1,learned_q,Learned Q policy,0.16296296296296298
,500043,mixed,Mixed,,0.0,16.200000000000003,,88,17.6,12,12.0,25,13,16.200000000000003,4,24,98,11,4,1,3,1,0,0,learned_q,Learned Q policy,0.17727272727272725
,500043,need_based_to_competitive,Need-based → competitive,10.0,0.0,17.85,,104,20.8,9,13.0,33,24,17.85,3,25,105,10,3,1,6,0,0,0,learned_q,Learned Q policy,0.2153846153846155
,500043,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,19.049999999999997,,117,23.4,6,11.5,39,33,19.049999999999997,1,27,121,11,3,1,5,0,0,0,learned_q,Learned Q policy,0.2632478632478632
,500044,need_based,Need-based,,0.0,26.75,,150,30.0,17,21.0,44,27,26.75,4,24,144,11,3,0,5,0,0,1,learned_q,Learned Q policy,0.16533333333333333
,500044,cooperative,Cooperative,,0.0,24.799999999999997,,137,27.4,17,18.5,46,29,24.799999999999997,2,26,226,12,2,0,4,1,0,1,learned_q,Learned Q policy,0.1897810218978102
,500044,hoarding,Hoarding,,0.0,13.95,,78,15.6,9,10.0,22,13,13.95,5,23,67,12,1,0,5,0,1,1,learned_q,Learned Q policy,0.18974358974358974
,500044,mixed,Mixed,,0.0,17.1,,104,20.8,6,11.5,39,33,17.1,1,27,114,11,5,0,3,0,0,1,learned_q,Learned Q policy,0.2730769230769232
,500044,need_based_to_competitive,Need-based → competitive,10.0,0.0,24.65,,136,27.2,17,20.0,38,21,24.65,4,24,118,13,2,0,3,0,0,2,learned_q,Learned Q policy,0.15294117647058836
,500044,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,17.700000000000003,,98,19.6,12,13.0,41,29,17.700000000000003,2,25,159,12,3,0,3,0,1,1,learned_q,Learned Q policy,0.2489795918367348
,500045,need_based,Need-based,,0.0,11.45,,68,13.6,5,7.0,26,21,11.45,2,26,74,11,2,0,5,0,0,2,learned_q,Learned Q policy,0.27647058823529425
,500045,cooperative,Cooperative,,0.0,19.35,,119,23.8,6,12.0,35,29,19.35,2,26,117,12,1,1,3,2,0,1,learned_q,Learned Q policy,0.25210084033613445
,500045,hoarding,Hoarding,,0.0,17.25,,100,20.0,9,11.0,36,27,17.25,3,25,72,12,1,0,5,0,1,1,learned_q,Learned Q policy,0.264
,500045,mixed,Mixed,,0.0,13.350000000000001,,79,15.8,6,7.5,27,21,13.350000000000001,5,23,83,12,3,0,2,0,2,1,learned_q,Learned Q policy,0.278481012658228
,500045,need_based_to_competitive,Need-based → competitive,10.0,0.0,9.100000000000001,,59,11.8,1,7.0,17,16,9.100000000000001,5,23,74,12,1,1,4,0,0,2,learned_q,Learned Q policy,0.22372881355932206
,500045,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.0,14.399999999999999,,86,17.2,6,9.0,25,19,14.399999999999999,2,26,93,11,1,1,6,0,0,1,learned_q,Learned Q policy,0.22790697674418614
,500046,need_based,Need-based,,0.0,25.799999999999997,,157,31.4,9,13.0,52,43,25.799999999999997,4,24,171,13,3,1,1,0,0,2,learned_q,Learned Q policy,0.29299363057324834
,500046,cooperative,Cooperative,,0.0,21.200000000000003,,118,23.6,14,17.0,29,15,21.200000000000003,2,26,227,12,2,2,3,0,0,1,learned_q,Learned Q policy,0.12881355932203387
