q_state_key,action,training_state_visits,training_action_updates
"2,2,2,1,2,0,2",equity_cap2,5,0
"2,2,2,1,2,0,2",central_full,5,0
"3,1,2,2,0,2,2",bilateral_3pass,2,2
"3,1,2,2,0,2,2",clearinghouse,2,0
"3,1,2,2,0,2,2",public_pool,2,0
"3,1,2,2,0,2,2",subsidized_catch_up,2,0
"3,1,2,2,0,2,2",central_cap2,2,0
"3,1,2,2,0,2,2",equity_cap2,2,0
"3,1,2,2,0,2,2",central_full,2,0
"2,1,0,2,1,2,4",bilateral_3pass,4,4
"2,1,0,2,1,2,4",clearinghouse,4,0
"2,1,0,2,1,2,4",public_pool,4,0
"2,1,0,2,1,2,4",subsidized_catch_up,4,0
"2,1,0,2,1,2,4",central_cap2,4,0
"2,1,0,2,1,2,4",equity_cap2,4,0
"2,1,0,2,1,2,4",central_full,4,0
"3,2,1,2,1,0,1",bilateral_3pass,2,0
"3,2,1,2,1,0,1",clearinghouse,2,2
"3,2,1,2,1,0,1",public_pool,2,0
"3,2,1,2,1,0,1",subsidized_catch_up,2,0
"3,2,1,2,1,0,1",central_cap2,2,0
"3,2,1,2,1,0,1",equity_cap2,2,0
"3,2,1,2,1,0,1",central_full,2,0
"3,2,0,3,0,1,3",bilateral_3pass,1,0
"3,2,0,3,0,1,3",clearinghouse,1,0
"3,2,0,3,0,1,3",public_pool,1,0
"3,2,0,3,0,1,3",subsidized_catch_up,1,1
"3,2,0,3,0,1,3",central_cap2,1,0
"3,2,0,3,0,1,3",equity_cap2,1,0
"3,2,0,3,0,1,3",central_full,1,0
"1,2,1,3,1,2,2",bilateral_3pass,7,0
"1,2,1,3,1,2,2",clearinghouse,7,0
"1,2,1,3,1,2,2",public_pool,7,0
"1,2,1,3,1,2,2",subsidized_catch_up,7,7
"1,2,1,3,1,2,2",central_cap2,7,0
"1,2,1,3,1,2,2",equity_cap2,7,0
"1,2,1,3,1,2,2",central_full,7,0
"1,2,1,2,1,2,1",bilateral_3pass,30,29
"1,2,1,2,1,2,1",clearinghouse,30,0
"1,2,1,2,1,2,1",public_pool,30,0
"1,2,1,2,1,2,1",subsidized_catch_up,30,1
"1,2,1,2,1,2,1",central_cap2,30,0
"1,2,1,2,1,2,1",equity_cap2,30,0
"1,2,1,2,1,2,1",central_full,30,0
"2,1,2,3,2,0,2",bilateral_3pass,4,4
"2,1,2,3,2,0,2",clearinghouse,4,0
"2,1,2,3,2,0,2",public_pool,4,0
"2,1,2,3,2,0,2",subsidized_catch_up,4,0
"2,1,2,3,2,0,2",central_cap2,4,0
"2,1,2,3,2,0,2",equity_cap2,4,0
"2,1,2,3,2,0,2",central_full,4,0
"2,1,0,1,0,0,0",bilateral_3pass,4,4
"2,1,0,1,0,0,0",clearinghouse,4,0
"2,1,0,1,0,0,0",public_pool,4,0
"2,1,0,1,0,0,0",subsidized_catch_up,4,0
"2,1,0,1,0,0,0",central_cap2,4,0
"2,1,0,1,0,0,0",equity_cap2,4,0
"2,1,0,1,0,0,0",central_full,4,0
"3,1,1,1,2,0,2",bilateral_3pass,2,2
"3,1,1,1,2,0,2",clearinghouse,2,0
"3,1,1,1,2,0,2",public_pool,2,0
"3,1,1,1,2,0,2",subsidized_catch_up,2,0
"3,1,1,1,2,0,2",central_cap2,2,0
"3,1,1,1,2,0,2",equity_cap2,2,0
"3,1,1,1,2,0,2",central_full,2,0
"2,1,0,2,1,0,5",bilateral_3pass,1,1
"2,1,0,2,1,0,5",clearinghouse,1,0
"2,1,0,2,1,0,5",public_pool,1,0
"2,1,0,2,1,0,5",subsidized_catch_up,1,0
"2,1,0,2,1,0,5",central_cap2,1,0
"2,1,0,2,1,0,5",equity_cap2,1,0
"2,1,0,2,1,0,5",central_full,1,0
"0,2,0,3,0,1,6",bilateral_3pass,1,0
"0,2,0,3,0,1,6",clearinghouse,1,1
"0,2,0,3,0,1,6",public_pool,1,0
"0,2,0,3,0,1,6",subsidized_catch_up,1,0
"0,2,0,3,0,1,6",central_cap2,1,0
"0,2,0,3,0,1,6",equity_cap2,1,0
"0,2,0,3,0,1,6",central_full,1,0
"1,2,1,3,1,0,2",bilateral_3pass,7,7
"1,2,1,3,1,0,2",clearinghouse,7,0
"1,2,1,3,1,0,2",public_pool,7,0
"1,2,1,3,1,0,2",subsidized_catch_up,7,0
"1,2,1,3,1,0,2",central_cap2,7,0
"1,2,1,3,1,0,2",equity_cap2,7,0
"1,2,1,3,1,0,2",central_full,7,0
"2,2,1,3,1,0,5",bilateral_3pass,3,0
"2,2,1,3,1,0,5",clearinghouse,3,0
"2,2,1,3,1,0,5",public_pool,3,0
"2,2,1,3,1,0,5",subsidized_catch_up,3,0
"2,2,1,3,1,0,5",central_cap2,3,0
"2,2,1,3,1,0,5",equity_cap2,3,3
"2,2,1,3,1,0,5",central_full,3,0
"2,1,0,3,1,1,5",bilateral_3pass,6,6
"2,1,0,3,1,1,5",clearinghouse,6,0
"2,1,0,3,1,1,5",public_pool,6,0
"2,1,0,3,1,1,5",subsidized_catch_up,6,0
"2,1,0,3,1,1,5",central_cap2,6,0
"2,1,0,3,1,1,5",equity_cap2,6,0
"2,1,0,3,1,1,5",central_full,6,0
"3,2,2,1,2,0,4",bilateral_3pass,6,1
"3,2,2,1,2,0,4",clearinghouse,6,1
"3,2,2,1,2,0,4",public_pool,6,0
"3,2,2,1,2,0,4",subsidized_catch_up,6,0
"3,2,2,1,2,0,4",central_cap2,6,4
"3,2,2,1,2,0,4",equity_cap2,6,0
"3,2,2,1,2,0,4",central_full,6,0
"2,2,0,1,2,2,3",bilateral_3pass,5,0
"2,2,0,1,2,2,3",clearinghouse,5,5
"2,2,0,1,2,2,3",public_pool,5,0
"2,2,0,1,2,2,3",subsidized_catch_up,5,0
"2,2,0,1,2,2,3",central_cap2,5,0
"2,2,0,1,2,2,3",equity_cap2,5,0
"2,2,0,1,2,2,3",central_full,5,0
"1,2,2,3,1,0,1",bilateral_3pass,13,2
"1,2,2,3,1,0,1",clearinghouse,13,0
"1,2,2,3,1,0,1",public_pool,13,0
"1,2,2,3,1,0,1",subsidized_catch_up,13,11
"1,2,2,3,1,0,1",central_cap2,13,0
"1,2,2,3,1,0,1",equity_cap2,13,0
"1,2,2,3,1,0,1",central_full,13,0
"3,2,0,3,2,2,6",bilateral_3pass,1,1
"3,2,0,3,2,2,6",clearinghouse,1,0
"3,2,0,3,2,2,6",public_pool,1,0
"3,2,0,3,2,2,6",subsidized_catch_up,1,0
"3,2,0,3,2,2,6",central_cap2,1,0
"3,2,0,3,2,2,6",equity_cap2,1,0
"3,2,0,3,2,2,6",central_full,1,0
"1,1,2,1,1,2,5",bilateral_3pass,2,2
"1,1,2,1,1,2,5",clearinghouse,2,0
"1,1,2,1,1,2,5",public_pool,2,0
"1,1,2,1,1,2,5",subsidized_catch_up,2,0
"1,1,2,1,1,2,5",central_cap2,2,0
"1,1,2,1,1,2,5",equity_cap2,2,0
"1,1,2,1,1,2,5",central_full,2,0
"2,3,1,1,1,1,1",bilateral_3pass,1,0
"2,3,1,1,1,1,1",clearinghouse,1,0
"2,3,1,1,1,1,1",public_pool,1,0
"2,3,1,1,1,1,1",subsidized_catch_up,1,0
"2,3,1,1,1,1,1",central_cap2,1,0
"2,3,1,1,1,1,1",equity_cap2,1,0
"2,3,1,1,1,1,1",central_full,1,1
"2,3,2,3,2,0,0",bilateral_3pass,10,0
"2,3,2,3,2,0,0",clearinghouse,10,10
"2,3,2,3,2,0,0",public_pool,10,0
"2,3,2,3,2,0,0",subsidized_catch_up,10,0
"2,3,2,3,2,0,0",central_cap2,10,0
"2,3,2,3,2,0,0",equity_cap2,10,0
"2,3,2,3,2,0,0",central_full,10,0
"2,2,2,3,2,2,4",bilateral_3pass,4,3
"2,2,2,3,2,2,4",clearinghouse,4,0
"2,2,2,3,2,2,4",public_pool,4,0
"2,2,2,3,2,2,4",subsidized_catch_up,4,0
"2,2,2,3,2,2,4",central_cap2,4,1
"2,2,2,3,2,2,4",equity_cap2,4,0
"2,2,2,3,2,2,4",central_full,4,0
"3,2,0,3,2,2,5",bilateral_3pass,4,0
"3,2,0,3,2,2,5",clearinghouse,4,1
"3,2,0,3,2,2,5",public_pool,4,0
"3,2,0,3,2,2,5",subsidized_catch_up,4,1
"3,2,0,3,2,2,5",central_cap2,4,0
"3,2,0,3,2,2,5",equity_cap2,4,2
"3,2,0,3,2,2,5",central_full,4,0
"3,3,0,1,2,0,0",bilateral_3pass,2,0
"3,3,0,1,2,0,0",clearinghouse,2,0
"3,3,0,1,2,0,0",public_pool,2,0
"3,3,0,1,2,0,0",subsidized_catch_up,2,2
"3,3,0,1,2,0,0",central_cap2,2,0
"3,3,0,1,2,0,0",equity_cap2,2,0
"3,3,0,1,2,0,0",central_full,2,0
"1,3,1,3,1,2,0",bilateral_3pass,54,2
"1,3,1,3,1,2,0",clearinghouse,54,0
"1,3,1,3,1,2,0",public_pool,54,50
"1,3,1,3,1,2,0",subsidized_catch_up,54,0
"1,3,1,3,1,2,0",central_cap2,54,1
"1,3,1,3,1,2,0",equity_cap2,54,0
"1,3,1,3,1,2,0",central_full,54,1
"2,3,0,3,2,1,0",bilateral_3pass,11,0
"2,3,0,3,2,1,0",clearinghouse,11,0
"2,3,0,3,2,1,0",public_pool,11,0
"2,3,0,3,2,1,0",subsidized_catch_up,11,10
"2,3,0,3,2,1,0",central_cap2,11,1
"2,3,0,3,2,1,0",equity_cap2,11,0
"2,3,0,3,2,1,0",central_full,11,0
"1,3,1,1,0,2,3",bilateral_3pass,1,0
"1,3,1,1,0,2,3",clearinghouse,1,0
"1,3,1,1,0,2,3",public_pool,1,0
"1,3,1,1,0,2,3",subsidized_catch_up,1,0
"1,3,1,1,0,2,3",central_cap2,1,0
"1,3,1,1,0,2,3",equity_cap2,1,1
"1,3,1,1,0,2,3",central_full,1,0
"2,1,2,3,2,0,6",bilateral_3pass,2,2
"2,1,2,3,2,0,6",clearinghouse,2,0
"2,1,2,3,2,0,6",public_pool,2,0
"2,1,2,3,2,0,6",subsidized_catch_up,2,0
"2,1,2,3,2,0,6",central_cap2,2,0
"2,1,2,3,2,0,6",equity_cap2,2,0
"2,1,2,3,2,0,6",central_full,2,0
"3,2,2,3,2,1,5",bilateral_3pass,3,0
"3,2,2,3,2,1,5",clearinghouse,3,0
"3,2,2,3,2,1,5",public_pool,3,0
"3,2,2,3,2,1,5",subsidized_catch_up,3,0
"3,2,2,3,2,1,5",central_cap2,3,0
"3,2,2,3,2,1,5",equity_cap2,3,3
"3,2,2,3,2,1,5",central_full,3,0
"3,3,0,0,2,1,0",bilateral_3pass,2,0
"3,3,0,0,2,1,0",clearinghouse,2,0
"3,3,0,0,2,1,0",public_pool,2,0
"3,3,0,0,2,1,0",subsidized_catch_up,2,0
"3,3,0,0,2,1,0",central_cap2,2,0
"3,3,0,0,2,1,0",equity_cap2,2,2
"3,3,0,0,2,1,0",central_full,2,0
"3,2,1,2,2,0,5",bilateral_3pass,1,0
"3,2,1,2,2,0,5",clearinghouse,1,0
"3,2,1,2,2,0,5",public_pool,1,1
"3,2,1,2,2,0,5",subsidized_catch_up,1,0
"3,2,1,2,2,0,5",central_cap2,1,0
"3,2,1,2,2,0,5",equity_cap2,1,0
"3,2,1,2,2,0,5",central_full,1,0
"2,3,0,3,2,0,0",bilateral_3pass,2,0
"2,3,0,3,2,0,0",clearinghouse,2,0
"2,3,0,3,2,0,0",public_pool,2,0
"2,3,0,3,2,0,0",subsidized_catch_up,2,2
"2,3,0,3,2,0,0",central_cap2,2,0
"2,3,0,3,2,0,0",equity_cap2,2,0
"2,3,0,3,2,0,0",central_full,2,0
"1,1,0,2,0,1,5",bilateral_3pass,2,2
"1,1,0,2,0,1,5",clearinghouse,2,0
"1,1,0,2,0,1,5",public_pool,2,0
"1,1,0,2,0,1,5",subsidized_catch_up,2,0
"1,1,0,2,0,1,5",central_cap2,2,0
"1,1,0,2,0,1,5",equity_cap2,2,0
"1,1,0,2,0,1,5",central_full,2,0
"3,3,2,2,1,2,0",bilateral_3pass,23,0
"3,3,2,2,1,2,0",clearinghouse,23,0
"3,3,2,2,1,2,0",public_pool,23,1
"3,3,2,2,1,2,0",subsidized_catch_up,23,0
"3,3,2,2,1,2,0",central_cap2,23,1
"3,3,2,2,1,2,0",equity_cap2,23,0
"3,3,2,2,1,2,0",central_full,23,21
"2,1,0,3,1,0,1",bilateral_3pass,9,9
"2,1,0,3,1,0,1",clearinghouse,9,0
"2,1,0,3,1,0,1",public_pool,9,0
"2,1,0,3,1,0,1",subsidized_catch_up,9,0
"2,1,0,3,1,0,1",central_cap2,9,0
"2,1,0,3,1,0,1",equity_cap2,9,0
"2,1,0,3,1,0,1",central_full,9,0
"3,2,1,1,2,2,5",bilateral_3pass,10,0
"3,2,1,1,2,2,5",clearinghouse,10,0
"3,2,1,1,2,2,5",public_pool,10,1
"3,2,1,1,2,2,5",subsidized_catch_up,10,8
"3,2,1,1,2,2,5",central_cap2,10,1
"3,2,1,1,2,2,5",equity_cap2,10,0
"3,2,1,1,2,2,5",central_full,10,0
"3,2,0,1,0,2,0",bilateral_3pass,12,0
"3,2,0,1,0,2,0",clearinghouse,12,12
"3,2,0,1,0,2,0",public_pool,12,0
"3,2,0,1,0,2,0",subsidized_catch_up,12,0
"3,2,0,1,0,2,0",central_cap2,12,0
"3,2,0,1,0,2,0",equity_cap2,12,0
"3,2,0,1,0,2,0",central_full,12,0
"1,3,2,1,1,0,0",bilateral_3pass,13,1
"1,3,2,1,1,0,0",clearinghouse,13,2
"1,3,2,1,1,0,0",public_pool,13,0
"1,3,2,1,1,0,0",subsidized_catch_up,13,0
"1,3,2,1,1,0,0",central_cap2,13,0
"1,3,2,1,1,0,0",equity_cap2,13,0
"1,3,2,1,1,0,0",central_full,13,10
"1,3,2,2,1,0,0",bilateral_3pass,13,0
"1,3,2,2,1,0,0",clearinghouse,13,0
"1,3,2,2,1,0,0",public_pool,13,0
"1,3,2,2,1,0,0",subsidized_catch_up,13,10
"1,3,2,2,1,0,0",central_cap2,13,0
"1,3,2,2,1,0,0",equity_cap2,13,1
"1,3,2,2,1,0,0",central_full,13,2
"1,2,2,1,0,0,6",bilateral_3pass,1,0
"1,2,2,1,0,0,6",clearinghouse,1,1
"1,2,2,1,0,0,6",public_pool,1,0
"1,2,2,1,0,0,6",subsidized_catch_up,1,0
"1,2,2,1,0,0,6",central_cap2,1,0
"1,2,2,1,0,0,6",equity_cap2,1,0
"1,2,2,1,0,0,6",central_full,1,0
"3,2,0,2,1,2,4",bilateral_3pass,1,1
"3,2,0,2,1,2,4",clearinghouse,1,0
"3,2,0,2,1,2,4",public_pool,1,0
"3,2,0,2,1,2,4",subsidized_catch_up,1,0
"3,2,0,2,1,2,4",central_cap2,1,0
"3,2,0,2,1,2,4",equity_cap2,1,0
"3,2,0,2,1,2,4",central_full,1,0
"1,1,0,2,0,1,2",bilateral_3pass,1,1
"1,1,0,2,0,1,2",clearinghouse,1,0
"1,1,0,2,0,1,2",public_pool,1,0
"1,1,0,2,0,1,2",subsidized_catch_up,1,0
"1,1,0,2,0,1,2",central_cap2,1,0
"1,1,0,2,0,1,2",equity_cap2,1,0
"1,1,0,2,0,1,2",central_full,1,0
"1,2,0,3,1,1,1",bilateral_3pass,2,2
"1,2,0,3,1,1,1",clearinghouse,2,0
"1,2,0,3,1,1,1",public_pool,2,0
"1,2,0,3,1,1,1",subsidized_catch_up,2,0
"1,2,0,3,1,1,1",central_cap2,2,0
"1,2,0,3,1,1,1",equity_cap2,2,0
"1,2,0,3,1,1,1",central_full,2,0
"0,1,2,3,0,2,1",bilateral_3pass,1,0
"0,1,2,3,0,2,1",clearinghouse,1,1
"0,1,2,3,0,2,1",public_pool,1,0
"0,1,2,3,0,2,1",subsidized_catch_up,1,0
"0,1,2,3,0,2,1",central_cap2,1,0
"0,1,2,3,0,2,1",equity_cap2,1,0
"0,1,2,3,0,2,1",central_full,1,0
"1,1,1,3,1,0,6",bilateral_3pass,19,19
"1,1,1,3,1,0,6",clearinghouse,19,0
"1,1,1,3,1,0,6",public_pool,19,0
"1,1,1,3,1,0,6",subsidized_catch_up,19,0
"1,1,1,3,1,0,6",central_cap2,19,0
"1,1,1,3,1,0,6",equity_cap2,19,0
"1,1,1,3,1,0,6",central_full,19,0
"1,3,2,1,1,2,0",bilateral_3pass,13,0
"1,3,2,1,1,2,0",clearinghouse,13,1
"1,3,2,1,1,2,0",public_pool,13,10
"1,3,2,1,1,2,0",subsidized_catch_up,13,0
"1,3,2,1,1,2,0",central_cap2,13,0
"1,3,2,1,1,2,0",equity_cap2,13,2
"1,3,2,1,1,2,0",central_full,13,0
"3,1,0,1,2,1,6",bilateral_3pass,4,4
"3,1,0,1,2,1,6",clearinghouse,4,0
"3,1,0,1,2,1,6",public_pool,4,0
"3,1,0,1,2,1,6",subsidized_catch_up,4,0
"3,1,0,1,2,1,6",central_cap2,4,0
"3,1,0,1,2,1,6",equity_cap2,4,0
"3,1,0,1,2,1,6",central_full,4,0
"3,1,0,3,2,2,6",bilateral_3pass,8,8
"3,1,0,3,2,2,6",clearinghouse,8,0
"3,1,0,3,2,2,6",public_pool,8,0
"3,1,0,3,2,2,6",subsidized_catch_up,8,0
"3,1,0,3,2,2,6",central_cap2,8,0
"3,1,0,3,2,2,6",equity_cap2,8,0
"3,1,0,3,2,2,6",central_full,8,0
"2,1,0,3,2,2,5",bilateral_3pass,1,1
"2,1,0,3,2,2,5",clearinghouse,1,0
"2,1,0,3,2,2,5",public_pool,1,0
"2,1,0,3,2,2,5",subsidized_catch_up,1,0
"2,1,0,3,2,2,5",central_cap2,1,0
"2,1,0,3,2,2,5",equity_cap2,1,0
"2,1,0,3,2,2,5",central_full,1,0
"0,3,0,0,0,0,2",bilateral_3pass,2,0
"0,3,0,0,0,0,2",clearinghouse,2,0
"0,3,0,0,0,0,2",public_pool,2,0
"0,3,0,0,0,0,2",subsidized_catch_up,2,0
"0,3,0,0,0,0,2",central_cap2,2,0
"0,3,0,0,0,0,2",equity_cap2,2,2
"0,3,0,0,0,0,2",central_full,2,0
"0,2,2,1,0,2,3",bilateral_3pass,1,1
"0,2,2,1,0,2,3",clearinghouse,1,0
"0,2,2,1,0,2,3",public_pool,1,0
"0,2,2,1,0,2,3",subsidized_catch_up,1,0
"0,2,2,1,0,2,3",central_cap2,1,0
"0,2,2,1,0,2,3",equity_cap2,1,0
"0,2,2,1,0,2,3",central_full,1,0
"1,3,0,1,0,2,0",bilateral_3pass,3,3
"1,3,0,1,0,2,0",clearinghouse,3,0
"1,3,0,1,0,2,0",public_pool,3,0
"1,3,0,1,0,2,0",subsidized_catch_up,3,0
"1,3,0,1,0,2,0",central_cap2,3,0
"1,3,0,1,0,2,0",equity_cap2,3,0
"1,3,0,1,0,2,0",central_full,3,0
"2,2,0,2,1,2,1",bilateral_3pass,3,3
"2,2,0,2,1,2,1",clearinghouse,3,0
"2,2,0,2,1,2,1",public_pool,3,0
"2,2,0,2,1,2,1",subsidized_catch_up,3,0
"2,2,0,2,1,2,1",central_cap2,3,0
"2,2,0,2,1,2,1",equity_cap2,3,0
"2,2,0,2,1,2,1",central_full,3,0
"1,2,2,1,1,2,1",bilateral_3pass,11,11
"1,2,2,1,1,2,1",clearinghouse,11,0
"1,2,2,1,1,2,1",public_pool,11,0
"1,2,2,1,1,2,1",subsidized_catch_up,11,0
"1,2,2,1,1,2,1",central_cap2,11,0
"1,2,2,1,1,2,1",equity_cap2,11,0
"1,2,2,1,1,2,1",central_full,11,0
"1,1,2,1,2,0,1",bilateral_3pass,1,1
"1,1,2,1,2,0,1",clearinghouse,1,0
"1,1,2,1,2,0,1",public_pool,1,0
"1,1,2,1,2,0,1",subsidized_catch_up,1,0
"1,1,2,1,2,0,1",central_cap2,1,0
"1,1,2,1,2,0,1",equity_cap2,1,0
"1,1,2,1,2,0,1",central_full,1,0
"1,3,1,3,2,1,0",bilateral_3pass,15,1
"1,3,1,3,2,1,0",clearinghouse,15,0
"1,3,1,3,2,1,0",public_pool,15,0
"1,3,1,3,2,1,0",subsidized_catch_up,15,0
"1,3,1,3,2,1,0",central_cap2,15,14
"1,3,1,3,2,1,0",equity_cap2,15,0
"1,3,1,3,2,1,0",central_full,15,0
"2,2,1,2,2,1,4",bilateral_3pass,6,0
"2,2,1,2,2,1,4",clearinghouse,6,0
"2,2,1,2,2,1,4",public_pool,6,0
"2,2,1,2,2,1,4",subsidized_catch_up,6,6
"2,2,1,2,2,1,4",central_cap2,6,0
"2,2,1,2,2,1,4",equity_cap2,6,0
"2,2,1,2,2,1,4",central_full,6,0
"3,1,1,3,1,0,5",bilateral_3pass,1,1
"3,1,1,3,1,0,5",clearinghouse,1,0
"3,1,1,3,1,0,5",public_pool,1,0
"3,1,1,3,1,0,5",subsidized_catch_up,1,0
"3,1,1,3,1,0,5",central_cap2,1,0
"3,1,1,3,1,0,5",equity_cap2,1,0
"3,1,1,3,1,0,5",central_full,1,0
"1,2,0,1,0,0,4",bilateral_3pass,1,0
"1,2,0,1,0,0,4",clearinghouse,1,1
"1,2,0,1,0,0,4",public_pool,1,0
"1,2,0,1,0,0,4",subsidized_catch_up,1,0
"1,2,0,1,0,0,4",central_cap2,1,0
"1,2,0,1,0,0,4",equity_cap2,1,0
"1,2,0,1,0,0,4",central_full,1,0
"2,3,0,3,2,2,0",bilateral_3pass,13,11
"2,3,0,3,2,2,0",clearinghouse,13,0
"2,3,0,3,2,2,0",public_pool,13,0
"2,3,0,3,2,2,0",subsidized_catch_up,13,0
"2,3,0,3,2,2,0",central_cap2,13,1
"2,3,0,3,2,2,0",equity_cap2,13,1
"2,3,0,3,2,2,0",central_full,13,0
"2,2,2,2,2,0,3",bilateral_3pass,15,0
"2,2,2,2,2,0,3",clearinghouse,15,0
"2,2,2,2,2,0,3",public_pool,15,0
"2,2,2,2,2,0,3",subsidized_catch_up,15,15
"2,2,2,2,2,0,3",central_cap2,15,0
"2,2,2,2,2,0,3",equity_cap2,15,0
"2,2,2,2,2,0,3",central_full,15,0
"2,3,2,1,1,0,0",bilateral_3pass,26,0
"2,3,2,1,1,0,0",clearinghouse,26,0
"2,3,2,1,1,0,0",public_pool,26,2
"2,3,2,1,1,0,0",subsidized_catch_up,26,23
"2,3,2,1,1,0,0",central_cap2,26,1
"2,3,2,1,1,0,0",equity_cap2,26,0
"2,3,2,1,1,0,0",central_full,26,0
"2,2,0,2,1,1,2",bilateral_3pass,5,1
"2,2,0,2,1,1,2",clearinghouse,5,0
"2,2,0,2,1,1,2",public_pool,5,1
"2,2,0,2,1,1,2",subsidized_catch_up,5,3
"2,2,0,2,1,1,2",central_cap2,5,0
"2,2,0,2,1,1,2",equity_cap2,5,0
"2,2,0,2,1,1,2",central_full,5,0
"2,2,2,3,1,1,1",bilateral_3pass,35,32
"2,2,2,3,1,1,1",clearinghouse,35,0
"2,2,2,3,1,1,1",public_pool,35,0
"2,2,2,3,1,1,1",subsidized_catch_up,35,3
"2,2,2,3,1,1,1",central_cap2,35,0
"2,2,2,3,1,1,1",equity_cap2,35,0
"2,2,2,3,1,1,1",central_full,35,0
"2,2,2,1,1,0,3",bilateral_3pass,43,1
"2,2,2,1,1,0,3",clearinghouse,43,41
"2,2,2,1,1,0,3",public_pool,43,0
"2,2,2,1,1,0,3",subsidized_catch_up,43,1
"2,2,2,1,1,0,3",central_cap2,43,0
"2,2,2,1,1,0,3",equity_cap2,43,0
"2,2,2,1,1,0,3",central_full,43,0
"3,2,1,1,0,2,1",bilateral_3pass,3,0
"3,2,1,1,0,2,1",clearinghouse,3,3
"3,2,1,1,0,2,1",public_pool,3,0
"3,2,1,1,0,2,1",subsidized_catch_up,3,0
"3,2,1,1,0,2,1",central_cap2,3,0
"3,2,1,1,0,2,1",equity_cap2,3,0
"3,2,1,1,0,2,1",central_full,3,0
"1,1,1,3,0,1,6",bilateral_3pass,21,21
"1,1,1,3,0,1,6",clearinghouse,21,0
"1,1,1,3,0,1,6",public_pool,21,0
"1,1,1,3,0,1,6",subsidized_catch_up,21,0
"1,1,1,3,0,1,6",central_cap2,21,0
"1,1,1,3,0,1,6",equity_cap2,21,0
"1,1,1,3,0,1,6",central_full,21,0
"2,2,1,3,0,1,4",bilateral_3pass,3,0
"2,2,1,3,0,1,4",clearinghouse,3,3
"2,2,1,3,0,1,4",public_pool,3,0
"2,2,1,3,0,1,4",subsidized_catch_up,3,0
"2,2,1,3,0,1,4",central_cap2,3,0
"2,2,1,3,0,1,4",equity_cap2,3,0
"2,2,1,3,0,1,4",central_full,3,0
"1,2,0,1,0,2,1",bilateral_3pass,1,0
"1,2,0,1,0,2,1",clearinghouse,1,0
"1,2,0,1,0,2,1",public_pool,1,0
"1,2,0,1,0,2,1",subsidized_catch_up,1,1
"1,2,0,1,0,2,1",central_cap2,1,0
"1,2,0,1,0,2,1",equity_cap2,1,0
"1,2,0,1,0,2,1",central_full,1,0
"3,1,1,3,2,0,6",bilateral_3pass,1,1
"3,1,1,3,2,0,6",clearinghouse,1,0
"3,1,1,3,2,0,6",public_pool,1,0
"3,1,1,3,2,0,6",subsidized_catch_up,1,0
"3,1,1,3,2,0,6",central_cap2,1,0
"3,1,1,3,2,0,6",equity_cap2,1,0
"3,1,1,3,2,0,6",central_full,1,0
"1,3,0,1,1,1,0",bilateral_3pass,4,0
"1,3,0,1,1,1,0",clearinghouse,4,0
"1,3,0,1,1,1,0",public_pool,4,3
"1,3,0,1,1,1,0",subsidized_catch_up,4,0
"1,3,0,1,1,1,0",central_cap2,4,0
"1,3,0,1,1,1,0",equity_cap2,4,1
"1,3,0,1,1,1,0",central_full,4,0
"1,2,0,2,1,1,2",bilateral_3pass,1,1
"1,2,0,2,1,1,2",clearinghouse,1,0
"1,2,0,2,1,1,2",public_pool,1,0
"1,2,0,2,1,1,2",subsidized_catch_up,1,0
"1,2,0,2,1,1,2",central_cap2,1,0
"1,2,0,2,1,1,2",equity_cap2,1,0
"1,2,0,2,1,1,2",central_full,1,0
"2,2,1,1,0,0,1",bilateral_3pass,6,6
"2,2,1,1,0,0,1",clearinghouse,6,0
"2,2,1,1,0,0,1",public_pool,6,0
"2,2,1,1,0,0,1",subsidized_catch_up,6,0
"2,2,1,1,0,0,1",central_cap2,6,0
"2,2,1,1,0,0,1",equity_cap2,6,0
"2,2,1,1,0,0,1",central_full,6,0
"2,2,0,1,1,1,3",bilateral_3pass,17,0
"2,2,0,1,1,1,3",clearinghouse,17,16
"2,2,0,1,1,1,3",public_pool,17,0
"2,2,0,1,1,1,3",subsidized_catch_up,17,1
"2,2,0,1,1,1,3",central_cap2,17,0
"2,2,0,1,1,1,3",equity_cap2,17,0
"2,2,0,1,1,1,3",central_full,17,0
"1,1,1,2,1,0,5",bilateral_3pass,2,2
"1,1,1,2,1,0,5",clearinghouse,2,0
"1,1,1,2,1,0,5",public_pool,2,0
"1,1,1,2,1,0,5",subsidized_catch_up,2,0
"1,1,1,2,1,0,5",central_cap2,2,0
"1,1,1,2,1,0,5",equity_cap2,2,0
"1,1,1,2,1,0,5",central_full,2,0
"1,1,0,3,1,1,6",bilateral_3pass,3,3
"1,1,0,3,1,1,6",clearinghouse,3,0
"1,1,0,3,1,1,6",public_pool,3,0
"1,1,0,3,1,1,6",subsidized_catch_up,3,0
"1,1,0,3,1,1,6",central_cap2,3,0
"1,1,0,3,1,1,6",equity_cap2,3,0
"1,1,0,3,1,1,6",central_full,3,0
"2,2,0,1,1,2,3",bilateral_3pass,11,0
"2,2,0,1,1,2,3",clearinghouse,11,11
"2,2,0,1,1,2,3",public_pool,11,0
"2,2,0,1,1,2,3",subsidized_catch_up,11,0
"2,2,0,1,1,2,3",central_cap2,11,0
"2,2,0,1,1,2,3",equity_cap2,11,0
