episode,seed,scenario,scenario_label,change_round,epsilon,total_reward,mean_absolute_td_error,final_total_score,final_mean_score,final_min_score,bottom_two_mean_score,final_max_score,final_score_gap,final_welfare,final_coordination_capacity,cumulative_capacity_cost,cumulative_workload_units,rounds_bilateral_3pass,rounds_clearinghouse,rounds_public_pool,rounds_subsidized_catch_up,rounds_central_cap2,rounds_equity_cap2,rounds_central_full
11665,111665,need_based,Need-based,,0.03,25.5,1.858204464223105,140,28.0,18,21.5,37,19,25.5,5,23,161,12,1,1,5,0,0,1
11666,111666,need_based,Need-based,,0.03,22.200000000000003,1.9208007792206907,133,26.6,9,13.0,39,30,22.200000000000003,1,27,148,12,4,0,2,1,0,1
11667,111667,cooperative,Cooperative,,0.03,22.1,1.6904535743747668,144,28.8,2,14.5,52,50,22.1,4,24,202,12,4,0,3,0,1,0
11668,111668,hoarding,Hoarding,,0.03,11.399999999999999,1.1108145104513178,71,14.2,3,7.0,29,26,11.399999999999999,4,24,56,11,0,1,6,2,0,0
11669,111669,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,24.6,1.3215098015315223,134,26.8,18,18.5,47,29,24.6,1,27,124,11,4,1,4,0,0,0
11670,111670,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,12.0,1.8198702127884077,70,14.0,6,10.0,19,13,12.0,6,22,112,12,2,1,4,0,0,1
11671,111671,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,21.15,1.514045161674027,121,24.2,12,14.5,41,29,21.15,4,24,144,11,3,1,5,0,0,0
11672,111672,mixed,Mixed,,0.03,23.9,1.4435508853161692,131,26.2,17,19.5,42,25,23.9,5,23,109,11,1,2,6,0,0,0
11673,111673,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,13.350000000000001,1.1617472678686112,79,15.8,6,8.0,30,24,13.350000000000001,3,25,95,11,5,0,3,0,0,1
11674,111674,mixed,Mixed,,0.03,14.549999999999999,1.300232977387085,87,17.4,6,8.5,33,27,14.549999999999999,3,25,113,12,3,0,4,0,0,1
11675,111675,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,16.5,1.36358487274908,100,20.0,6,9.0,35,29,16.5,2,26,165,11,4,1,4,0,0,0
11676,111676,need_based_to_competitive,Need-based → competitive,10.0,0.03,23.9,1.0587667422183091,136,27.2,14,14.0,42,28,23.9,1,27,94,12,2,0,4,0,0,2
11677,111677,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,19.950000000000003,1.7062498136665334,118,23.6,9,13.5,44,35,19.950000000000003,1,27,152,10,5,1,4,0,0,0
11678,111678,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,16.049999999999997,1.7718950899657924,87,17.4,12,13.5,22,10,16.049999999999997,2,26,118,12,3,1,3,1,0,0
11679,111679,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,19.35,1.3215103003288715,114,22.8,9,15.5,33,24,19.35,4,24,150,13,1,1,4,0,0,1
11680,111680,hoarding,Hoarding,,0.03,12.45,1.1308436588545832,78,15.6,3,6.0,31,28,12.45,1,27,53,11,4,0,3,0,1,1
11681,111681,need_based,Need-based,,0.03,28.450000000000003,1.8705328635618077,148,29.6,25,25.0,40,15,28.450000000000003,5,23,194,12,2,2,4,0,0,0
11682,111682,mixed,Mixed,,0.03,21.65,1.2750180017338484,126,25.2,11,16.5,35,24,21.65,1,27,137,11,4,1,3,1,0,0
11683,111683,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,17.4,1.2208845658307441,101,20.2,9,14.0,31,22,17.4,5,23,126,12,3,1,4,0,0,0
11684,111684,cooperative,Cooperative,,0.03,20.6,1.3930464716495545,119,23.8,11,15.0,45,34,20.6,3,25,141,10,4,1,5,0,0,0
11685,111685,need_based_to_competitive,Need-based → competitive,10.0,0.03,20.299999999999997,1.3983860433643969,117,23.4,11,15.0,36,25,20.299999999999997,1,27,131,11,3,1,5,0,0,0
11686,111686,hoarding,Hoarding,,0.03,22.549999999999997,1.5106096405399767,122,24.4,17,18.5,30,13,22.549999999999997,2,26,97,12,2,0,4,0,1,1
11687,111687,mixed,Mixed,,0.03,26.450000000000003,1.512471207755457,148,29.6,17,23.5,41,24,26.450000000000003,2,26,104,12,3,0,3,0,1,1
11688,111688,cooperative,Cooperative,,0.03,20.15,1.5160704802048452,116,23.2,11,14.0,36,25,20.15,3,25,185,13,0,2,3,0,0,2
11689,111689,hoarding,Hoarding,,0.03,22.450000000000003,1.4213481722534298,123,24.6,16,16.5,33,17,22.450000000000003,1,27,66,11,1,1,5,1,0,1
11690,111690,need_based_to_competitive,Need-based → competitive,10.0,0.03,31.150000000000002,1.8793897770402712,166,33.2,25,26.5,43,18,31.150000000000002,2,26,144,11,3,1,5,0,0,0
11691,111691,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,16.35,1.3796237648507612,99,19.8,6,7.5,39,33,16.35,3,25,102,11,2,1,5,0,1,0
11692,111692,need_based,Need-based,,0.03,25.1,1.6717734227141416,144,28.8,14,19.5,39,25,25.1,4,24,155,13,3,1,2,0,0,1
11693,111693,need_based,Need-based,,0.03,21.299999999999997,1.500727610195494,132,26.4,6,14.0,44,38,21.299999999999997,5,23,208,12,3,2,3,0,0,0
11694,111694,mixed,Mixed,,0.03,23.450000000000003,2.0418261004786027,133,26.6,14,14.0,50,36,23.450000000000003,1,27,144,11,5,2,1,0,0,1
11695,111695,mixed,Mixed,,0.03,17.6,1.1320079281438509,94,18.8,14,14.5,25,11,17.6,6,22,94,12,2,1,4,1,0,0
11696,111696,need_based,Need-based,,0.03,32.099999999999994,2.261215763160963,174,34.8,24,28.5,47,23,32.099999999999994,3,25,163,12,4,1,3,0,0,0
11697,111697,mixed,Mixed,,0.03,21.700000000000003,1.4860439395473413,128,25.6,10,12.0,41,31,21.700000000000003,2,26,166,13,1,2,2,0,0,2
11698,111698,cooperative,Cooperative,,0.03,16.700000000000003,2.0024337211385275,108,21.6,2,7.0,34,32,16.700000000000003,5,23,145,13,2,1,2,2,0,0
11699,111699,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,20.25,1.6307697375938441,120,24.0,9,10.5,44,35,20.25,2,26,117,11,3,1,5,0,0,0
11700,111700,need_based_to_competitive,Need-based → competitive,10.0,0.03,8.850000000000001,1.232935126142428,59,11.8,0,1.5,41,41,8.850000000000001,6,22,79,12,3,0,3,0,1,1
11701,111701,cooperative,Cooperative,,0.03,24.049999999999997,1.5159391766876351,137,27.4,14,16.5,44,30,24.049999999999997,3,25,221,12,3,2,3,0,0,0
11702,111702,need_based_to_competitive,Need-based → competitive,10.0,0.03,19.049999999999997,1.463553520672294,117,23.4,6,12.5,40,34,19.049999999999997,2,26,121,11,4,1,3,1,0,0
11703,111703,hoarding,Hoarding,,0.03,18.950000000000003,1.3625278478884824,103,20.6,14,15.0,34,20,18.950000000000003,3,25,51,10,2,2,5,1,0,0
11704,111704,hoarding,Hoarding,,0.03,20.450000000000003,1.8494455153029743,108,21.6,17,18.0,28,11,20.450000000000003,6,22,72,13,2,1,2,1,1,0
11705,111705,need_based_to_competitive,Need-based → competitive,10.0,0.03,23.1,1.374090073038138,129,25.8,15,16.0,33,18,23.1,2,26,107,11,2,1,5,1,0,0
11706,111706,hoarding,Hoarding,,0.03,17.700000000000003,1.6649781917219557,98,19.6,12,13.0,33,21,17.700000000000003,4,24,51,10,2,2,6,0,0,0
11707,111707,hoarding,Hoarding,,0.03,13.350000000000001,1.1247171566652638,74,14.8,9,10.0,29,20,13.350000000000001,6,22,61,12,0,2,5,1,0,0
11708,111708,hoarding,Hoarding,,0.03,14.0,1.18771597574082,75,15.0,11,11.5,21,10,14.0,2,26,55,12,2,0,3,0,1,2
11709,111709,need_based,Need-based,,0.03,29.299999999999997,2.4946980651043758,162,32.4,20,21.0,46,26,29.299999999999997,3,25,152,13,2,0,1,0,3,1
11710,111710,need_based,Need-based,,0.03,33.95,2.2791963665122306,178,35.6,29,29.5,44,15,33.95,2,26,274,12,3,3,2,0,0,0
11711,111711,cooperative,Cooperative,,0.03,21.049999999999997,1.6747434978622866,117,23.4,14,14.0,42,28,21.049999999999997,4,24,202,12,4,2,2,0,0,0
11712,111712,need_based,Need-based,,0.03,25.15,1.9452636999353694,136,27.2,19,20.5,40,21,25.15,5,23,127,13,4,1,1,1,0,0
11713,111713,mixed,Mixed,,0.03,23.950000000000003,1.4641370214097706,128,25.6,19,22.0,30,11,23.950000000000003,4,24,152,12,3,0,3,0,1,1
11714,111714,need_based_to_competitive,Need-based → competitive,10.0,0.03,15.149999999999999,1.030421680259583,91,18.2,6,9.5,30,24,15.149999999999999,3,25,103,11,2,1,6,0,0,0
11715,111715,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,14.700000000000001,1.3986045815129744,88,17.6,6,8.5,40,34,14.700000000000001,1,27,89,11,3,1,5,0,0,0
11716,111716,need_based_to_competitive,Need-based → competitive,10.0,0.03,24.950000000000003,1.30507230362104,138,27.6,17,17.0,47,30,24.950000000000003,6,22,137,12,2,1,5,0,0,0
11717,111717,cooperative,Cooperative,,0.03,22.5,1.34683370913282,130,26.0,12,17.0,36,24,22.5,5,23,190,13,4,1,1,0,0,1
11718,111718,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,20.15,1.3902934682549395,116,23.2,11,15.5,36,25,20.15,3,25,95,12,2,1,4,0,0,1
11719,111719,hoarding,Hoarding,,0.03,19.65,1.2655243846674773,116,23.2,9,14.5,30,21,19.65,6,22,61,13,1,0,4,0,1,1
11720,111720,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,23.9,1.6179754568936828,131,26.2,17,19.5,41,24,23.9,2,26,173,12,3,1,2,0,0,2
11721,111721,need_based_to_competitive,Need-based → competitive,10.0,0.03,22.4,1.765512591626134,131,26.2,11,15.5,45,34,22.4,1,27,168,11,3,2,4,0,0,0
11722,111722,need_based,Need-based,,0.03,22.85,1.7056215636706313,129,25.8,14,18.0,38,24,22.85,2,26,275,11,4,3,2,0,0,0
11723,111723,need_based,Need-based,,0.03,32.55,2.00092257129186,167,33.4,30,30.0,39,9,32.55,5,23,314,13,1,2,4,0,0,0
11724,111724,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,10.2,1.3185178013288064,63,12.6,3,4.5,23,20,10.2,5,23,61,11,1,2,5,0,0,1
11725,111725,need_based_to_competitive,Need-based → competitive,10.0,0.03,27.85,1.9160508555942521,149,29.8,22,22.0,39,17,27.85,2,26,118,11,3,1,4,0,1,0
11726,111726,mixed,Mixed,,0.03,24.0,1.7714822383780884,125,25.0,21,21.0,33,12,24.0,3,25,123,12,4,1,1,0,1,1
11727,111727,cooperative,Cooperative,,0.03,32.900000000000006,1.7913128786552697,176,35.2,26,28.0,46,20,32.900000000000006,4,24,169,13,3,1,2,0,0,1
11728,111728,need_based,Need-based,,0.03,25.85,1.6646342467956639,139,27.8,20,21.5,36,16,25.85,4,24,121,13,3,0,0,0,3,1
11729,111729,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,15.0,1.8640727053973563,95,19.0,3,4.0,40,37,15.0,3,25,119,12,2,1,4,0,0,1
11730,111730,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,12.75,2.314381858433973,75,15.0,6,9.0,23,17,12.75,2,26,118,10,5,1,2,0,1,1
11731,111731,hoarding,Hoarding,,0.03,20.25,1.3548370668198713,115,23.0,12,13.0,37,25,20.25,4,24,99,9,3,5,3,0,0,0
11732,111732,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,15.0,1.4345369302925233,90,18.0,6,7.5,28,22,15.0,3,25,142,12,2,1,4,0,0,1
11733,111733,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,21.5,1.50683169895848,125,25.0,11,15.5,39,28,21.5,3,25,122,11,2,2,5,0,0,0
11734,111734,need_based,Need-based,,0.03,27.35,2.1518795508512305,154,30.8,17,22.0,41,24,27.35,2,26,162,11,4,0,3,0,1,1
11735,111735,hoarding,Hoarding,,0.03,24.1,1.829581088551538,134,26.8,16,19.0,38,22,24.1,1,27,77,10,4,1,4,1,0,0
11736,111736,need_based_to_competitive,Need-based → competitive,10.0,0.03,22.85,1.9493581048212765,134,26.8,11,11.0,49,38,22.85,5,23,125,12,2,1,4,0,0,1
11737,111737,need_based,Need-based,,0.03,30.799999999999997,1.7327427301955454,167,33.4,23,27.5,42,19,30.799999999999997,6,22,138,14,0,0,3,0,1,2
11738,111738,need_based_to_competitive,Need-based → competitive,10.0,0.03,30.1,2.3441661271219827,159,31.8,25,26.0,39,14,30.1,1,27,142,12,2,1,3,1,0,1
11739,111739,need_based_to_competitive,Need-based → competitive,10.0,0.03,19.549999999999997,1.6803182637066911,107,21.4,14,14.0,31,17,19.549999999999997,3,25,120,11,4,1,4,0,0,0
11740,111740,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,21.950000000000003,1.2101641000558485,123,24.6,14,17.0,42,28,21.950000000000003,1,27,151,10,4,0,5,1,0,0
11741,111741,need_based_to_competitive,Need-based → competitive,10.0,0.03,24.200000000000003,1.7530699738035296,133,26.6,17,19.5,36,19,24.200000000000003,5,23,118,12,2,1,5,0,0,0
11742,111742,mixed,Mixed,,0.03,22.4,2.014034596120614,116,23.2,20,20.0,30,10,22.4,4,24,90,12,1,1,4,2,0,0
11743,111743,mixed,Mixed,,0.03,21.9,1.4173248479355873,131,26.2,9,15.5,38,29,21.9,4,24,105,12,1,1,4,1,1,0
11744,111744,need_based,Need-based,,0.03,30.400000000000002,1.7759791713431667,161,32.2,25,25.5,45,20,30.400000000000002,5,23,219,13,2,2,3,0,0,0
11745,111745,need_based,Need-based,,0.03,28.9,1.8816845799960291,156,31.2,22,22.0,44,22,28.9,3,25,155,11,4,1,4,0,0,0
11746,111746,need_based,Need-based,,0.03,21.9,1.7018618428324672,126,25.2,12,17.0,35,23,21.9,5,23,162,12,3,1,3,1,0,0
11747,111747,need_based,Need-based,,0.03,21.65,1.9747147569261088,121,24.2,14,16.5,44,30,21.65,3,25,139,11,3,0,4,0,1,1
11748,111748,cooperative,Cooperative,,0.03,21.35,1.9605107088589242,119,23.8,14,15.5,39,25,21.35,4,24,191,12,2,1,3,0,1,1
11749,111749,mixed,Mixed,,0.03,15.899999999999999,1.5461060161075664,91,18.2,9,11.5,31,22,15.899999999999999,1,27,83,9,3,1,6,1,0,0
11750,111750,hoarding,Hoarding,,0.03,21.799999999999997,1.4534464067569905,122,24.4,14,14.0,39,25,21.799999999999997,5,23,67,13,1,0,4,0,1,1
11751,111751,mixed,Mixed,,0.03,23.25,1.7447740498381108,120,24.0,21,21.5,27,6,23.25,2,26,149,13,0,2,2,0,1,2
11752,111752,need_based,Need-based,,0.03,29.200000000000003,1.7844460763836956,158,31.6,22,26.0,42,20,29.200000000000003,3,25,147,12,4,0,3,0,0,1
11753,111753,hoarding,Hoarding,,0.03,23.15,1.2356171719830251,131,26.2,14,17.0,42,28,23.15,5,23,91,11,0,1,7,1,0,0
11754,111754,need_based,Need-based,,0.03,21.799999999999997,1.5128938122066753,117,23.4,17,17.0,33,16,21.799999999999997,2,26,134,9,5,1,5,0,0,0
11755,111755,need_based,Need-based,,0.03,24.799999999999997,1.9514803251526913,142,28.4,14,16.5,43,29,24.799999999999997,3,25,156,12,4,0,3,1,0,0
11756,111756,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,15.75,1.1891455727521691,95,19.0,6,10.0,31,25,15.75,3,25,140,11,5,0,3,0,0,1
11757,111757,need_based,Need-based,,0.03,23.6,1.7302065030212959,134,26.8,14,18.0,37,23,23.6,2,26,162,11,5,1,2,1,0,0
11758,111758,need_based_to_competitive,Need-based → competitive,10.0,0.03,25.700000000000003,2.0617185944556575,138,27.6,20,23.5,33,13,25.700000000000003,5,23,120,13,1,2,2,0,1,1
11759,111759,cooperative,Cooperative,,0.03,6.15,1.7244999929170106,36,7.2,3,3.5,14,11,6.15,4,24,122,12,2,1,4,1,0,0
11760,111760,cooperative,Cooperative,,0.03,22.799999999999997,1.7632533770839793,137,27.4,9,18.5,43,34,22.799999999999997,1,27,213,12,3,2,2,1,0,0
11761,111761,cooperative,Cooperative,,0.03,24.950000000000003,1.3583440042085078,143,28.6,14,19.5,36,22,24.950000000000003,4,24,206,13,4,1,1,0,0,1
11762,111762,need_based_to_competitive,Need-based → competitive,10.0,0.03,27.4,1.266437028331714,151,30.2,19,20.5,49,30,27.4,1,27,166,12,4,1,2,0,0,1
11763,111763,need_based_to_competitive,Need-based → competitive,10.0,0.03,18.0,1.447260434042298,110,22.0,6,15.0,28,22,18.0,3,25,90,11,4,1,4,0,0,0
11764,111764,need_based,Need-based,,0.03,16.85,1.880625470488501,94,18.8,11,12.5,30,19,16.85,4,24,110,10,5,1,4,0,0,0
11765,111765,need_based_to_competitive,Need-based → competitive,10.0,0.03,21.15,1.6235883606777215,126,25.2,9,13.0,44,35,21.15,2,26,124,10,4,1,5,0,0,0
11766,111766,need_based,Need-based,,0.03,18.75,1.893272757836214,115,23.0,6,15.5,34,28,18.75,6,22,111,12,4,0,3,0,0,1
11767,111767,mixed,Mixed,,0.03,22.200000000000003,1.5640581381548397,133,26.6,9,14.0,39,30,22.200000000000003,4,24,112,10,4,1,5,0,0,0
11768,111768,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,23.75,1.8287441654792178,125,25.0,20,21.0,31,11,23.75,6,22,137,13,3,0,2,0,1,1
11769,111769,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,19.1,1.8062977433531426,99,19.8,17,17.0,25,8,19.1,2,26,114,12,2,0,4,0,0,2
11770,111770,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,19.700000000000003,1.5400658710404573,108,21.6,14,15.5,31,17,19.700000000000003,1,27,122,11,4,1,3,0,0,1
11771,111771,hoarding,Hoarding,,0.03,17.4,1.3162757758689032,101,20.2,9,10.5,49,40,17.4,3,25,75,11,4,1,4,0,0,0
11772,111772,need_based,Need-based,,0.03,19.549999999999997,1.1339538728307532,112,22.4,11,14.0,38,27,19.549999999999997,2,26,149,11,5,1,3,0,0,0
11773,111773,hoarding,Hoarding,,0.03,15.100000000000001,1.5834883070980663,94,18.8,4,5.0,42,38,15.100000000000001,2,26,63,12,0,0,6,0,1,1
11774,111774,cooperative,Cooperative,,0.03,18.9,1.4193349273788047,111,22.2,9,12.0,40,31,18.9,4,24,175,12,5,1,1,1,0,0
11775,111775,need_based,Need-based,,0.03,29.200000000000003,1.7106331991282304,158,31.6,22,24.0,44,22,29.200000000000003,4,24,158,13,4,0,0,0,1,2
11776,111776,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,24.200000000000003,1.669389847250707,138,27.6,14,15.5,54,40,24.200000000000003,1,27,114,9,3,0,7,0,0,1
11777,111777,hoarding,Hoarding,,0.03,17.85,1.7842933608733411,99,19.8,12,13.0,41,29,17.85,2,26,86,11,3,0,4,0,1,1
11778,111778,need_based,Need-based,,0.03,27.549999999999997,1.7091260074018728,147,29.4,22,23.5,37,15,27.549999999999997,5,23,165,13,2,1,2,0,2,0
11779,111779,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,15.299999999999999,1.146342672609849,92,18.4,6,11.0,33,27,15.299999999999999,4,24,126,11,2,1,6,0,0,0
11780,111780,need_based,Need-based,,0.03,25.6,1.5866611711982683,139,27.8,19,20.5,49,30,25.6,2,26,144,11,4,1,3,1,0,0
11781,111781,need_based_to_competitive,Need-based → competitive,10.0,0.03,23.9,1.5050207099031019,126,25.2,20,21.0,37,17,23.9,7,21,113,13,3,0,2,0,1,1
11782,111782,hoarding,Hoarding,,0.03,20.15,1.9027380236247011,111,22.2,14,14.0,44,30,20.15,3,25,84,9,5,2,3,1,0,0
11783,111783,need_based,Need-based,,0.03,25.049999999999997,2.013723038979175,137,27.4,18,18.5,37,19,25.049999999999997,2,26,236,11,3,3,3,0,0,0
11784,111784,need_based_to_competitive,Need-based → competitive,10.0,0.03,20.0,1.3776947395728103,115,23.0,11,18.0,28,17,20.0,4,24,95,12,1,1,5,1,0,0
11785,111785,need_based_to_competitive,Need-based → competitive,10.0,0.03,26.6,1.8600003957916094,149,29.8,17,19.5,41,24,26.6,6,22,97,13,0,1,4,1,0,1
11786,111786,need_based_to_competitive,Need-based → competitive,10.0,0.03,23.299999999999997,1.2549182624820037,137,27.4,11,19.0,38,27,23.299999999999997,4,24,120,12,4,1,3,0,0,0
11787,111787,cooperative,Cooperative,,0.03,29.450000000000003,1.8854152016239756,158,31.6,23,25.0,40,17,29.450000000000003,3,25,208,12,3,1,3,0,1,0
11788,111788,need_based,Need-based,,0.03,30.849999999999998,2.262485532251449,169,33.8,22,28.0,41,19,30.849999999999998,5,23,232,13,1,1,3,0,1,1
11789,111789,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,19.950000000000003,1.4481622239830123,118,23.6,9,13.5,41,32,19.950000000000003,3,25,132,12,4,0,3,0,0,1
11790,111790,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,24.299999999999997,1.9097775493512414,137,27.4,15,21.5,34,19,24.299999999999997,2,26,138,11,3,1,4,0,0,1
11791,111791,need_based_to_competitive,Need-based → competitive,10.0,0.03,23.25,1.71425497272141,130,26.0,15,18.5,33,18,23.25,2,26,127,12,3,1,3,0,0,1
11792,111792,hoarding,Hoarding,,0.03,9.899999999999999,1.2391905842719375,56,11.2,6,6.0,19,13,9.899999999999999,2,26,48,10,2,1,6,1,0,0
11793,111793,cooperative,Cooperative,,0.03,18.0,1.4020186946504318,110,22.0,6,8.5,44,38,18.0,3,25,182,12,4,0,2,0,0,2
11794,111794,cooperative,Cooperative,,0.03,23.5,1.707973225015958,125,25.0,19,20.5,33,14,23.5,3,25,161,11,4,1,4,0,0,0
11795,111795,need_based_to_competitive,Need-based → competitive,10.0,0.03,18.15,1.5686173653686395,111,22.2,6,11.5,33,27,18.15,4,24,90,12,1,0,6,0,0,1
11796,111796,cooperative,Cooperative,,0.03,23.6,1.4994030998363252,134,26.8,14,16.5,49,35,23.6,3,25,195,12,4,1,2,0,0,1
11797,111797,hoarding,Hoarding,,0.03,19.950000000000003,1.3916812380949766,123,24.6,6,13.0,39,33,19.950000000000003,3,25,70,12,2,0,4,0,1,1
11798,111798,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,23.75,1.4197335828525728,130,26.0,17,19.5,33,16,23.75,1,27,122,11,2,1,6,0,0,0
11799,111799,cooperative,Cooperative,,0.03,24.5,1.9914720493187787,140,28.0,14,14.0,46,32,24.5,4,24,219,12,2,1,3,0,2,0
11800,111800,hoarding,Hoarding,,0.03,21.450000000000003,1.6640818757655556,128,25.6,9,15.5,47,38,21.450000000000003,2,26,90,10,3,1,6,0,0,0
11801,111801,need_based,Need-based,,0.03,16.200000000000003,1.578403974014766,93,18.6,9,10.0,36,27,16.200000000000003,4,24,100,11,3,0,5,0,0,1
11802,111802,need_based,Need-based,,0.03,22.15,1.484839865569709,126,25.2,13,13.5,45,32,22.15,3,25,138,12,2,1,2,1,2,0
11803,111803,need_based,Need-based,,0.03,22.700000000000003,1.7650805464722104,128,25.6,14,17.0,39,25,22.700000000000003,5,23,118,12,2,1,4,1,0,0
11804,111804,hoarding,Hoarding,,0.03,20.85,1.9117016566888334,124,24.8,9,12.5,43,34,20.85,2,26,86,11,3,1,3,1,1,0
11805,111805,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,20.049999999999997,1.3510574490326261,102,20.4,19,19.0,22,3,20.049999999999997,2,26,100,12,2,1,4,0,0,1
11806,111806,cooperative,Cooperative,,0.03,17.1,1.5216876385731724,109,21.8,3,4.5,47,44,17.1,4,24,223,12,4,1,3,0,0,0
11807,111807,cooperative,Cooperative,,0.03,31.150000000000002,2.0762685445076485,166,33.2,25,28.0,39,14,31.150000000000002,6,22,196,13,3,1,1,1,1,0
11808,111808,need_based,Need-based,,0.03,21.25,1.4963896350832884,120,24.0,13,15.0,33,20,21.25,3,25,211,12,2,2,4,0,0,0
11809,111809,cooperative,Cooperative,,0.03,26.35,2.0485432748174066,144,28.8,19,23.0,38,19,26.35,6,22,216,13,3,1,2,0,1,0
11810,111810,need_based_to_competitive,Need-based → competitive,10.0,0.03,20.299999999999997,1.5865820430759143,112,22.4,14,14.0,41,27,20.299999999999997,6,22,84,13,1,1,3,0,1,1
11811,111811,cooperative,Cooperative,,0.03,25.4,1.4322713931420072,136,27.2,20,20.5,38,18,25.4,5,23,183,13,1,0,4,0,0,2
11812,111812,need_based,Need-based,,0.03,18.450000000000003,1.6573487101087725,108,21.6,9,13.0,30,21,18.450000000000003,5,23,95,12,4,1,3,0,0,0
11813,111813,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,13.799999999999999,1.8089546627347566,82,16.4,6,7.5,27,21,13.799999999999999,3,25,80,12,1,1,4,1,1,0
11814,111814,need_based,Need-based,,0.03,21.299999999999997,1.3069241988664928,127,25.4,9,15.5,44,35,21.299999999999997,4,24,137,12,2,1,4,1,0,0
11815,111815,hoarding,Hoarding,,0.03,19.1,1.496309157614242,104,20.8,14,14.0,32,18,19.1,3,25,93,13,1,0,3,0,1,2
11816,111816,mixed,Mixed,,0.03,18.9,1.3913546318586074,116,23.2,6,10.0,44,38,18.9,1,27,99,11,2,1,5,1,0,0
11817,111817,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,10.350000000000001,1.4791249807321765,64,12.8,3,4.5,22,19,10.350000000000001,3,25,109,11,4,1,4,0,0,0
11818,111818,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,19.65,1.5856898810078093,116,23.2,9,11.0,36,27,19.65,3,25,123,12,5,0,2,0,0,1
11819,111819,cooperative,Cooperative,,0.03,19.35,1.607454364310999,114,22.8,9,14.0,39,30,19.35,4,24,182,12,4,0,3,0,0,1
11820,111820,mixed,Mixed,,0.03,15.649999999999999,1.3672340399324732,86,17.2,11,12.5,22,11,15.649999999999999,5,23,110,12,1,2,5,0,0,0
11821,111821,cooperative,Cooperative,,0.03,20.9,2.0297761077643584,116,23.2,14,15.5,36,22,20.9,3,25,202,12,2,1,2,1,2,0
11822,111822,cooperative,Cooperative,,0.03,18.15,1.565544040463224,111,22.2,6,11.5,38,32,18.15,5,23,191,12,2,1,4,1,0,0
11823,111823,hoarding,Hoarding,,0.03,22.549999999999997,1.6546533880699066,127,25.4,14,15.5,43,29,22.549999999999997,3,25,54,12,2,1,3,0,0,2
11824,111824,hoarding,Hoarding,,0.03,18.200000000000003,1.5602421926506966,98,19.6,14,14.5,30,16,18.200000000000003,1,27,46,11,1,0,6,0,1,1
11825,111825,mixed,Mixed,,0.03,22.4,1.6409860042980753,126,25.2,14,16.5,38,24,22.4,2,26,123,12,4,0,2,0,1,1
11826,111826,need_based_to_competitive,Need-based → competitive,10.0,0.03,22.799999999999997,1.7514089388249119,132,26.4,12,17.0,46,34,22.799999999999997,6,22,151,12,6,1,1,0,0,0
11827,111827,cooperative,Cooperative,,0.03,21.950000000000003,1.7037353469830279,123,24.6,14,14.5,42,28,21.950000000000003,7,21,230,13,1,0,3,0,2,1
11828,111828,mixed,Mixed,,0.03,15.899999999999999,1.3535951836400062,96,19.2,6,7.5,35,29,15.899999999999999,1,27,100,12,1,0,3,0,3,1
11829,111829,mixed,Mixed,,0.03,30.6,1.9565032434511003,159,31.8,27,27.0,38,11,30.6,5,23,187,13,1,2,3,1,0,0
11830,111830,need_based_to_competitive,Need-based → competitive,10.0,0.03,24.35,1.961818684978691,134,26.8,17,17.0,40,23,24.35,4,24,101,11,4,1,4,0,0,0
11831,111831,cooperative_to_hoarding,Cooperative → hoarding,10.0,0.03,17.75,1.3653941214564207,95,19.0,14,14.0,30,16,17.75,3,25,92,9,2,1,8,0,0,0
